"ride_id","booker_id","driver_id","vehicle_id","ride_status_id","pickup_city_id","dropoff_city_id","ride_option_id","payment_method_id","booking_timestamp","pickup_latitude","pickup_longitude","pickup_address","dropoff_latitude","dropoff_longitude","dropoff_address","booker_name","booker_email","booker_phone","driver_name","driver_phone","driver_license","vehicle_license_plate","cancellation_reason_id","travel_distance_km","duration_minutes","passenger_count","pickup_timestamp","dropoff_timestamp","driver_rating","rating","base_fare","distance_fare","time_fare","surge_multiplier","subtotal","tip_amount","total_fare"
"01KEFD2QCRNT7SN7GMNVM3NAZH","e3b9b728-7a27-414d-9040-29b34e7f0b8b","bbb66637-25d5-44d2-81f0-5c185e972358","4df1b616-5b6c-45c4-951b-b0afa4c70dfc","1","TH-10","TH-12","3","3","2026-01-09T01:14:39.768375","13.822057974823611","100.53412482106556","บางซ่อน, ทางพิเศษประจิมรัถยา, ชุมชนประชานฤมิตร, แขวงบางซื่อ, เขตบางซื่อ, กรุงเทพมหานคร, 10800, ประเทศไทย","13.858429087885222","100.48624103897944","ตำบลตลาดขวัญ, เทศบาลนครนนทบุรี, อำเภอเมืองนนทบุรี, จังหวัดนนทบุรี, 11000, ประเทศไทย","ทวีวัฒน์ อุ่นอก","phngschbabnphaasiriratn@example.net","058 704084","วาร์มูฮำหมัด ติณรัตน์","099 286 0461","79527739","2ฟบ 3996","1","9.835041861770684","15","1","2026-01-09T01:14:39.768375","2026-01-09T01:29:39.768375","5.0","5","20.0","98.35","30.0","1.0","148.35","12","160.35"
"01KF7S33QVB79M1C26F3QXFZBY","b531769a-4081-45d5-98ec-6192df61c679","59aab1e0-5280-4ba8-b8e9-12874b7b8959","7b4cc1dd-92f8-4196-a44b-d8d33ebceb7f","1","TH-30","TH-30","3","1","2026-01-18T12:26:21.691207","14.931267511965299","101.74663665543773","ทางบริการด้านซ้ายทาง ทางหลวงพิเศษหมายเลข 6, บ้านสะพานหงษ์, ลาดบัวขาว, อำเภอสีคิ้ว, จังหวัดนครราชสีมา, ประเทศไทย","14.960357253660135","101.73676969327522","ลาดบัวขาว, อำเภอสีคิ้ว, จังหวัดนครราชสีมา, ประเทศไทย","ฮานาฟี เขียวขุ้ย","trakuulaimeriiyngkhamman@example.com","027-984458","นันทวุฒิ นุ่มกัน","+66 3041 4408","04955680","9ปญ 8658","1","5.08385079761067","9","1","2026-01-18T12:26:21.691207","2026-01-18T12:35:21.691207","4.6","4","20.0","50.84","18.0","1.0","88.84","0.0","88.84"
"01KG0B9JCW3EQA7B58KA5W0Q50","75abf32a-523c-46a9-b012-2177b1fb5ff6","3225dd72-4ef0-4f9d-b11c-eb24aea7a23a","55a6f5ee-3bd1-46a5-9d28-46eb6408e88e","1","TH-84","TH-84","4","5","2026-01-28T01:26:14.044938","8.383794909726301","99.12349230762142","อำเภอชัยบุรี, จังหวัดสุราษฎร์ธานี, 84350, ประเทศไทย","8.545531059281785","99.16802801642075","อำเภอพระแสง, จังหวัดสุราษฎร์ธานี, ประเทศไทย","ทัตธน ถนอมมนุษย์","wirsakdi61@example.org","076 172941","เกษรา ภูภักดี","060 225 6633","11385107","ยล 6606","1","27.821713002601932","23","1","2026-01-28T01:26:14.044938","2026-01-28T01:49:14.044938","4.9","5","100.0","417.33","92.0","1.0","609.33","0.0","609.33"
"01KFZ61KDDFH5HJ9N7XXGTNK8Y","bfa52d99-c941-4eab-872d-c719ae0f35d4","81f4962a-36da-4ea9-bbd6-4bdbe442cd9e","b7e4de02-f4cd-4cf5-b4fa-1ca77d91cf66","1","TH-20","TH-20","2","3","2026-01-27T14:35:15.629566","13.00162659610253","100.92194785224449","Cafe de beach, 11/4, สุขุมวิท พัทยา 2, ตำบลนาเกลือ, เมืองพัทยา, หนองปลาไหล, อำเภอบางละมุง, จังหวัดชลบุรี, 20150, ประเทศไทย","13.02784982677018","100.84906101141493","ตะเคียนเตี้ย, อำเภอบางละมุง, จังหวัดชลบุรี, ประเทศไทย","พิมพ์พิชญา พรมอ่อน","knawamandr@example.org","+66 (0) 3674 8279","ใจกลาง ฉายแสง","+66 2913 9264","56459345","7ญฮ 4849","1","12.633113386672353","23","2","2026-01-27T14:35:15.629566","2026-01-27T14:58:15.629566","3.9","4","55.0","82.12","46.0","1.0","183.12","0.0","183.12"
"01KFVZCR1XYX1GBA6KZ3MAVR5S","08b4d9fa-d4b9-488d-8984-f4f9f652865b","43f4b430-a2a3-405f-8da6-4097d012ede0","c066990d-a76d-4abb-b780-3e326f14cb37","1","TH-77","TH-77","1","5","2026-01-26T08:41:17.501798","11.114848975271563","99.3462562352578","อำเภอบางสะพานน้อย, จังหวัดประจวบคีรีขันธ์, 77170, ประเทศไทย","11.0095934490349","99.47612027720761","อำเภอบางสะพานน้อย, จังหวัดประจวบคีรีขันธ์, 77170, ประเทศไทย","ศิริญา วาทา","thrrmemthaanriiratn@example.org","032-418198","สุธาวี ตัณฑนุช","+66 (0) 5784 5174","79039267","จง 9769","1","27.532216436637725","32","1","2026-01-26T08:41:17.501798","2026-01-26T09:13:17.501798","4.1","5","45.0","247.79","80.0","1.37","510.72","0.0","510.72"
"01KF09DP7EB375YKQACNS3Y0R8","b41e4903-0620-4be3-9234-d05ad3781899","a63256d9-386f-4300-b09c-87caf825bc6e","3f6e89d1-55a1-404b-9798-83b5a958ed73","1","TH-10","TH-10","3","3","2026-01-15T14:37:50.062889","13.792516745759988","100.46559332599533","ซอยชัยพฤกษ์ 20, แขวงตลิ่งชัน, เขตตลิ่งชัน, กรุงเทพมหานคร, กระทุ่มล้ม, 10170, ประเทศไทย","13.748383096818989","100.52747837906361","Happy3 Residence, ซอยเกษมสันต์ 3, แขวงวังใหม่, เขตปทุมวัน, กรุงเทพมหานคร, 10330, ประเทศไทย","เทพณรงค์ ยางสวย","krtphrnaakhsuthin@example.net","+66 (0) 839 396 478","ยศพงศ์ ราชมณี","0833760105","82741634","2ธฉ 7599","1","12.426345810413778","15","1","2026-01-15T14:37:50.062889","2026-01-15T14:52:50.062889","3.6","3","20.0","124.26","30.0","1.0","174.26","27","201.26"
"01KFY2P36WB1P9FEC16QWZXT0K","e8317fb3-2e17-4a8c-8e9b-2504d59b18dd","43f4b430-a2a3-405f-8da6-4097d012ede0","c066990d-a76d-4abb-b780-3e326f14cb37","1","TH-50","TH-50","3","5","2026-01-27T04:17:18.428891","19.856364969816973","99.29852117601443","บ้านตาดน้อย, สันทราย, อำเภอฝาง, จังหวัดเชียงใหม่, ประเทศไทย","19.790275017418363","99.26036592479608","Ban San Doi Nak, บ้านเหมืองแร่, แม่ข่า, อำเภอฝาง, จังหวัดเชียงใหม่, ประเทศไทย","ศศิรินทร์ พงศ์ฉบับนภา","akhrphnth34@example.com","0-2807-0908","สุธาวี ตัณฑนุช","+66 (0) 5784 5174","79039267","จง 9769","1","12.505571671924088","24","1","2026-01-27T04:17:18.428891","2026-01-27T04:41:18.428891","4.0","4","20.0","125.06","48.0","1.0","193.06","10","203.06"
"01KFP2WZ29Q2DV681NDS0YDP72","0da785cb-b68c-487e-a0a7-7bcea0793844","fd745cf2-7fce-47dd-ae43-da4a066e1634","da32e518-ce3d-44b1-8e7f-e3cc9b669db8","1","TH-20","TH-20","2","5","2026-01-24T01:47:08.105654","13.082218966071075","101.30985389052903","อำเภอหนองใหญ่, จังหวัดชลบุรี, ประเทศไทย","13.143565861443538","101.28188519514097","อำเภอหนองใหญ่, จังหวัดชลบุรี, ประเทศไทย","พันเทพ เขียวอ่อน","qthnimmaas@example.net","+66 (0) 907 443 958","ยอดแมน ทองเนื้อดี","070 612547","10640286","1ฮฮ 733","1","11.150543439265876","17","4","2026-01-24T01:47:08.105654","2026-01-24T02:04:08.105654","4.2","5","55.0","72.48","34.0","1.0","161.48","0.0","161.48"
"01KEQ4E3HJJDY4JVVMR5RW9TA4","1babe04f-8422-4eb1-8c74-d12e8e506b8a","ba81ba49-cc72-4ce7-86ff-800fd916b206","858cecd6-492f-4b0c-a0b4-77e129915675","1","TH-84","TH-84","6","5","2026-01-12T01:17:30.930944","8.742426105857838","99.14177101771773","บ้านเสด็จ, อำเภอเคียนซา, จังหวัดสุราษฎร์ธานี, ประเทศไทย","9.239004536027885","98.7999941874425","อำเภอวิภาวดี, จังหวัดสุราษฎร์ธานี, 84370, ประเทศไทย","บุญพา นพตระกูล","twngthngaythikaa@example.org","+66 842 169 983","ชัชเวศย์ นิลสลัว","+66 3499 6057","57938842","5ศก 8550","1","99.82448086503038","55","9","2026-01-12T01:17:30.930944","2026-01-12T02:12:30.930944","4.3","3","150.0","1996.49","275.0","1.0","2421.49","321","2742.49"
"01KEDZQTGX4NDGEN0V8D7ZFKN8","0ca7720f-f48d-4e84-9778-73f09bc81dca","2a52ed20-95d0-40c0-ab3a-8cbf3e5c1ab5","4b18ce4e-2e7c-460a-ad8c-8e21c2c9ec11","1","TH-77","TH-77","5","4","2026-01-08T12:02:16.605423","11.88270091901918","99.7104002688427","Sai Payadumrong, อำเภอเมืองประจวบคีรีขันธ์, จังหวัดประจวบคีรีขันธ์, 77210, ประเทศไทย","12.234334217023815","99.96185932753284","บ้านพุน้อย, อำเภอสามร้อยยอด, จังหวัดประจวบคีรีขันธ์, ประเทศไทย","สุภาลินี ทหารแท้","aetkulsaaysuriiy@example.com","+667 988 7119","ธัญญามาศ จ้อยนุแสง","045 369998","65643153","7ฏฬ 4183","1","71.35163700321887","64","2","2026-01-08T12:02:16.605423","2026-01-08T13:06:16.605423","3.6","2","80.0","856.22","192.0","1.0","1128.22","0.0","1128.22"
"01KFJ9C7WD1C5Q6GM8TE1X0JFB","ce5e6d93-2ec7-4dcb-a43d-445c99c0de6d","bff9297a-af81-4435-a3b0-4f2d1788298b","6a2bc6b6-6414-4248-b52b-3e655f842ce1","1","TH-41","TH-41","4","4","2026-01-22T14:23:22.381525","16.985426133603355","103.01016267106952","หนองหว้า, อำเภอโนนสะอาด, จังหวัดอุดรธานี, ประเทศไทย","17.128305592185257","102.97386915493206","พันดอน, กงพานพันดอน, อำเภอกุมภวาปี, จังหวัดอุดรธานี, ประเทศไทย","ศิรินันท์ บุตราช","ephiiyngkmlthhaaraeth@example.net","+664 532 9624","สุรนัย บุณยะภาชน์","+66 (0) 963 466 525","51496936","6คห 1425","1","24.416427471456693","27","2","2026-01-22T14:23:22.381525","2026-01-22T14:50:22.381525","4.2","2","100.0","366.25","108.0","1.0","574.25","0.0","574.25"
"01KE02QWYS2RTCB65PTWPCY0JN","a7f4f8fd-272f-44fe-8c2a-f8a2ecb3d522","49909dd9-69b9-4b2a-b38e-e8fc6224341a","5739eef4-1401-4364-8c4f-382f64ca0737","1","TH-47","TH-47","5","1","2026-01-03T02:25:22.777364","17.296137695140523","104.06377423329896","เชียงเครือ, อำเภอเมืองสกลนคร, จังหวัดสกลนคร, ประเทศไทย","17.212870564088924","104.00577727824465","ธาตุนาเวง, อำเภอเมืองสกลนคร, จังหวัดสกลนคร, ประเทศไทย","วิรศักดิ์ เช้าวันดี","aenwphyaacchirwithy@example.org","0-3626-0567","เขมจิรา เตมิยะเดช","0 679 055 209","09203384","4ญช 6927","1","16.633104407382067","35","3","2026-01-03T02:25:22.777364","2026-01-03T03:00:22.777364","4.6","4","80.0","199.6","105.0","1.0","384.6","0.0","384.6"
"01KG4SC8FV1QBJ2XEFK44DTPJB","3649445e-0271-4e4c-9a57-f10ea5a401ae","7a667db9-0352-47a1-8dfa-0ccd15e52af3","dd8d43ec-bc3a-492d-8077-e5e7f327cc9f","1","TH-50","TH-50","1","3","2026-01-29T18:49:19.995194","19.679185194261716","98.73321308932509","อำเภอเชียงดาว, จังหวัดเชียงใหม่, 50170, ประเทศไทย","19.621651602148464","98.68857990789077","Ban Mae Phaem, แสนไห, อำเภอเวียงแหง, จังหวัดเชียงใหม่, 50350, ประเทศไทย","กุลดิลก เธียรายัน","esriinaamkham@example.net","068-808-3938","มะลีวัลย์ นาฏคายี","05 173 0598","14518630","ศย 6285","1","11.856177147770508","18","3","2026-01-29T18:49:19.995194","2026-01-29T19:07:19.995194","3.7","3","45.0","106.71","45.0","1.26","247.85","0.0","247.85"
"01KF1BJTWNDGZ4KDACC1J01N0A","2b2bab82-9f49-4d0e-83ac-43c178747e0f","7c29281b-252d-4a9b-b55d-6522e5a06283","6123699c-ba5c-481b-b3b1-d4efc9ffcaf4","1","TH-30","TH-30","5","1","2026-01-16T00:34:50.261208","14.869644770883077","102.34716642657709","Ban Nong Phai, อำเภอจักราช, จังหวัดนครราชสีมา, ประเทศไทย","14.911946687657764","102.36972276264241","นม.5124, ตำบลท่าช้าง, อำเภอจักราช, จังหวัดนครราชสีมา, ประเทศไทย","ธีร์ธวันาย ชุมวระ","chrinthrthiphy45@example.org","048-573415","ไวพจน์ ตัณสถิตย์","077214184","05996921","อฐ 485","1","7.908748682666699","10","4","2026-01-16T00:34:50.261208","2026-01-16T00:44:50.261208","4.6","4","80.0","94.9","30.0","1.0","204.9","0.0","204.9"
"01KFAF4RC26P8H5BRHC6AGDDMS","88bc3dcd-da82-4841-b3e4-5a33c0ef1f54","52051a4f-5fd3-4e47-b857-a7745393feb5","5c69aea3-f130-4162-8b54-467e01ee2f0d","1","TH-83","TH-83","2","1","2026-01-19T13:30:13.122782","7.723812429395137","98.30481881200073","ราไวย์, ตำบลราไวย์, อำเภอเมืองภูเก็ต, จังหวัดภูเก็ต, 83130, ประเทศไทย","7.818709647932716","98.34206940878511","ตำบลราไวย์, อำเภอเมืองภูเก็ต, จังหวัดภูเก็ต, 83230, ประเทศไทย","สิทธิชัย ถนัดกลึง","inaakhwngs@example.net","062 858 2596","พันเทพ ฉิมพาลี","088 828 8500","02308866","ฮพ 5342","1","16.906166717799753","39","3","2026-01-19T13:30:13.122782","2026-01-19T14:09:13.122782","4.1","4","55.0","109.89","78.0","1.0","242.89","0.0","242.89"
"01KEW58QX3E3HXCVQJDHP3RZJY","61e53b6f-16fb-4d3e-bc66-6bd5b91367e8","fc1c76c8-e61f-4cdf-a2cf-32c705d18da2","6b86706d-ca1e-41b5-95a7-dbcbf8ad4627","1","TH-34","TH-34","2","1","2026-01-14T00:08:15.907496","15.71829701905177","105.46314383068179","บ้านคันแยง, อำเภอโพธิ์ไทร, จังหวัดอุบลราชธานี, ประเทศไทย","15.60211113313556","105.43676885341601","อำเภอศรีเมืองใหม่, จังหวัดอุบลราชธานี, 34250, ประเทศไทย","คมคาย ฉายแสง","siriyaawilaasinii@example.org","083 882 2746","ศศิธร เวียงจันทึก","088-104-4392","36662839","ยส 3273","1","19.74581860981018","26","1","2026-01-14T00:08:15.907496","2026-01-14T00:34:15.907496","4.5","3","55.0","128.35","52.0","1.0","235.35","0.0","235.35"
"01KDVZ75Z9AA3A0EVVKYQQ9DPP","1ae78d2a-bc45-4f89-a51e-144fe4e89def","e7faa0fb-45b9-405a-8e7b-d009f0b4a034","7e7a012e-e705-4fe5-959a-b94c74098c8b","1","TH-21","TH-21","2","4","2026-01-01T12:06:51.497576","12.966594163074012","101.35398561210243","อำเภอปลวกแดง, จังหวัดระยอง, ประเทศไทย","12.89111811487182","101.3068121371903","ชากบก, อำเภอบ้านค่าย, จังหวัดระยอง, ประเทศไทย","ปิยวัจน์ ขอหมั่นกลาง","vniymthrrm@example.net","076906481","วีระโชติ ทวนไชย์","+66 7200 6068","63115663","8ฆย 5472","1","14.691247927333904","32","2","2026-01-01T12:06:51.497576","2026-01-01T12:38:51.497576","5.0","4","55.0","95.49","64.0","1.0","214.49","0.0","214.49"
"01KEGBBGXE037SNVVYRS5E49H3","a9d488f2-d8bc-407a-90a9-9366c341fb06","7afb35ed-ee1b-4639-8625-775b8f8bfe01","7147a1c6-9c31-474e-b6b6-75b8482fd71e","1","TH-12","TH-12","1","1","2026-01-09T10:03:45.326706","13.891724170121588","100.3662177568204","บ้านดอนลาดตะค้าน, ตำบลบางแม่นาง, เทศบาลเมืองบางแม่นาง, อำเภอบางใหญ่, จังหวัดนนทบุรี, 11140, ประเทศไทย","13.967377935668107","100.3142553956653","บ้านคลองหนึ่ง, ตำบลทวีวัฒนา, องค์การบริหารส่วนตำบลทวีวัฒนา, อำเภอไทรน้อย, จังหวัดนนทบุรี, 11150, ประเทศไทย","ไวพจน์ เนตร์มณี","chatrpriiyaanaathaphinthu@example.net","024-509020","อนุวัช เวียงจันทึก","+66 5755 2259","24310659","จท 1241","1","15.119044091816626","23","4","2026-01-09T10:03:45.326706","2026-01-09T10:26:45.326706","4.5","4","45.0","136.07","57.5","1.0","238.57","0.0","238.57"
"01KG975RJT8T1C42CBSSCFH3V9","2136b3e3-b5f1-429a-82bb-adcbd6293314","db3673fa-ffb5-4662-b5ec-f8c2809b3582","be70bd9a-8f28-4241-9c9c-740a6a2f1814","1","TH-83","TH-83","1","3","2026-01-31T12:07:24.890657","8.044620232450267","98.43096133057288","ตำบลป่าคลอก, ป่าคลอก, อำเภอถลาง, จังหวัดภูเก็ต, ประเทศไทย","7.922304680421982","98.22267947133945","ศรีสุนทร, อำเภอถลาง, จังหวัดภูเก็ต, 83110, ประเทศไทย","เพ็ญพรรษา ติระคมน์","qnumkan@example.org","036-363371","ซุกรี นุตตาร","+663 241 4780","08549044","7มจ 7570","1","39.976507332842665","46","1","2026-01-31T12:07:24.890657","2026-01-31T12:53:24.890657","4.4","5","45.0","359.79","115.0","1.0","519.79","80","599.79"
"01KE922CCFSV3AD6S7RKEVXJPM","352ec67c-6096-4b59-b7b6-c719e9c88441","2b85a5d7-8215-4674-a998-c9eb7362ccf0","8072fac3-0ec8-4d8e-829b-d251512eff27","2","TH-84","TH-84","1","1","2026-01-06T14:06:47.567144","8.7690704152611","99.19829645293724","อำเภอเคียนซา, จังหวัดสุราษฎร์ธานี, ประเทศไทย","8.685009278968328","99.29370599935358","ควนศรี, อำเภอบ้านนาสาร, จังหวัดสุราษฎร์ธานี, ประเทศไทย","จำรัส ขอหมั่นกลาง","sriiephdcchsiriladdaa@example.com","02 788 4157","ธัชญา แหยมศิริ","0 3792 4067","50578034","2ฬฟ 5324","6","0.0","0","0","","","","","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
